width;height;bbox
2385;1425;2595843.2328053014,1249587.568588265,2599381.2287541637,1251701.4655388428
1934;1173;2614934.1141319224,1251482.3230946835,2615350.2913467498,1251734.7408159825
2311;1280;2595121.126370927,1256703.0512273367,2599018.65005393,1258861.7835138985
2463;1326;2599217.297041916,1253757.405302579,2599289.7084723613,1253796.3892882755
2376;1237;2608697.430436655,1243866.9981171503,2608737.9333661105,1243888.084869565
2349;1095;2609286.6128145177,1251187.6413812498,2617191.657190075,1254872.6237529977
2460;1203;2592406.9955366,1257464.9749705284,2607285.3825007896,1264740.8690835042
2415;1371;2622972.366805942,1233024.7559678666,2624950.7176776435,1234147.8694441002
2374;1241;2627501.659634598,1240721.201112389,2628085.096315851,1241026.1905485452
2003;1202;2593255.142126245,1228346.6246971143,2593503.6421770914,1228495.7495404081
1982;1386;2615164.1410645572,1233053.2939605115,2622439.5711244326,1238140.9559499098
2211;1310;2593042.1406532405,1220408.9663817878,2611592.887886624,1231400.1372889485
2481;1289;2613321.3552199737,1242483.6191596426,2619494.1539214454,1245690.687892491
2542;1165;2616685.126227228,1223025.9245229817,2634538.277199015,1231208.033445929
2145;1097;2613632.541155006,1253516.8458167152,2613791.9039588356,1253598.3474464593
2231;1308;2616137.74305515,1243293.6093470063,2633504.057432264,1253475.2046877798
2360;1154;2594133.946690131,1227410.090725019,2595514.067687629,1228084.9465009142
2200;1275;2639940.686922004,1238098.8302261904,2645682.531329663,1241426.4900533562
2539;1250;2641563.703800361,1242242.2985963342,2642640.0318165016,1242772.1962017599
2023;1409;2612185.732322376,1250796.4334279327,2630830.9363691853,1263782.6383226207
2368;1274;2601048.2854394373,1257530.3432143433,2604687.937979403,1259488.5008730916
2394;1358;2606160.416165393,1217958.8351226584,2628583.988363521,1230678.6392350472
2035;1298;2608323.160071603,1246638.504201873,2609348.1429202976,1247292.2770459054
2521;1245;2621247.17034966,1229966.4363620642,2632777.646965154,1235660.7812197756
2116;1197;2605592.465684749,1220210.537984139,2620885.7434349284,1228861.79198554
2125;1081;2613823.6738743163,1247704.796530836,2614984.9312150734,1248295.534971005
2345;1380;2602343.6108783386,1218490.612380355,2627824.0960085713,1233485.5247384452
1921;1247;2601130.6053660056,1237394.2119030096,2606230.8127084244,1240704.9659665162
1960;1093;2608712.020523895,1259444.7986265782,2621287.684071587,1266457.6559008777
1943;1124;2612310.610485732,1230762.178364918,2612345.2971578944,1230782.2441495345
2018;1097;2614931.015777563,1253834.2995836637,2623175.8870278946,1258316.2736974466
2084;1351;2613675.046117012,1232173.8762868573,2638502.4684062083,1248268.812713299
2412;1373;2615887.088474261,1240576.285969909,2649894.8603841704,1259934.7730479792
1999;1282;2602328.7575325556,1228145.9529213845,2602437.37387304,1228215.6108245868
2374;1139;2634247.0874372893,1244351.5680309162,2634660.5248357826,1244549.9274230325
2167;1268;2606680.254998711,1245684.3789854206,2607181.4149073716,1245977.6280690304
2189;1269;2603486.313312494,1212145.3438448024,2636746.3202273436,1231426.7274788565
2375;1331;2626652.4358077953,1243201.6307012348,2628048.408183612,1243983.9630095346
2238;1317;2617038.0499678496,1226416.5803400935,2617071.8657922214,1226436.4800008168
2143;1145;2597959.501856937,1260478.2468190815,2609380.224695594,1266580.3129181305
2378;1084;2620847.841233236,1238780.1817284373,2622491.936541659,1239529.6347622185
2388;1081;2623203.6215980547,1238835.8441152084,2623817.5775218187,1239113.769723914
2442;1336;2612721.664400105,1248205.4289972344,2612795.0560080134,1248245.5809989404
2264;1402;2595438.100821652,1253423.9012999847,2596338.9428624357,1253981.7548959116
2063;1299;2596646.2365884557,1257204.6569226484,2601195.219996609,1260068.9949969046
1946;1433;2613752.7428357136,1245196.85816493,2619485.804786206,1249418.583640293
2118;1165;2594462.8430518317,1231760.179077937,2625825.8728879658,1249011.3262729777
2059;1109;2635048.696802554,1256218.4357055158,2644385.7018501074,1261247.4491089818
2466;1174;2625926.530182263,1240706.863408588,2629002.2210500464,1242171.1217535913
2084;1378;2612843.2714975285,1223842.5091841037,2614699.4319700575,1225069.8552163227
2145;1208;2604128.638006917,1238526.089231294,2622230.882437286,1248720.7331808913
2246;1208;2604342.483802186,1235269.8686675925,2605614.8184793866,1235954.1875856954
2341;1168;2631000.3530864306,1234261.715072877,2648910.98957536,1243197.906195931
2040;1217;2623221.6848831773,1241115.5643664813,2627432.3400112605,1243627.5091169113
2449;1354;2610068.884602103,1253513.017614687,2610942.6534558614,1253996.1058253811
2075;1400;2604814.9421922406,1215401.1395752523,2618666.8294739304,1224746.9912351873
2304;1127;2639960.8614758016,1245422.0786088689,2640175.752599642,1245527.192452866
2378;1437;2625239.9873020146,1244467.7718227555,2634863.631937228,1250283.2374833112
2484;1120;2621516.3135297145,1236720.7715923807,2623768.671046112,1237736.3273163603
2430;1123;2607223.149782691,1230868.8026641312,2607625.6795761986,1231054.8277497727
2487;1119;2601822.6150887795,1257719.2030995972,2601920.1888198396,1257763.105393548
2005;1309;2591051.1343425866,1252854.5672540118,2599793.386292235,1258562.1023173982
2257;1296;2617914.6037008255,1236927.3829419368,2620615.8109505936,1238478.452767236
2037;1125;2610756.000455842,1231232.987373351,2611411.966810726,1231595.2662880516
2043;1157;2611607.0408457797,1224824.0046520948,2618435.2618004503,1228690.9902833009
2366;1209;2599979.5303219515,1253897.1095611455,2608642.8686589706,1258323.9802498424
2391;1373;2640699.605131595,1249306.4262090807,2645113.5309187095,1251841.0644799748
2282;1083;2611236.8726872085,1250422.690300038,2611279.764684474,1250443.046142737
2462;1270;2602415.4848510306,1227100.4932059918,2602729.0404947605,1227262.2379937812
2437;1169;2600089.1649722895,1251936.1687928045,2606904.816781629,1255205.5561400012
2517;1247;2619424.163948058,1238298.3293177376,2619767.2383868424,1238468.2990535994
1967;1305;2602393.6723323693,1234621.2590894348,2606098.982693071,1237079.5356632608
2070;1434;2618888.2778315977,1239410.3099340491,2621977.9289978077,1241550.6769738297
2504;1144;2599638.7662696005,1248329.3069999604,2620026.2354477416,1257643.7098513157
2306;1257;2642964.541361587,1244842.975443984,2642989.0983406045,1244856.361446857
2386;1344;2632041.7964466983,1237927.8141918557,2637586.746782582,1241051.2061664693
2323;1372;2638188.0965401526,1250851.3007786437,2642811.8142874665,1253582.1405329765
2301;1312;2644350.2183332853,1249328.2432131278,2645887.344551065,1250204.6924081417
2280;1346;2604975.6126347305,1216616.9465848124,2621691.056621113,1226484.9236048432
2002;1439;2619171.2373058926,1257409.6068114238,2619257.297349531,1257471.4651544783
1943;1388;2613833.359756645,1248681.2129086456,2613859.442432573,1248699.8453091546
2435;1350;2611587.660954854,1240264.259591056,2623744.6410615896,1247004.2690958166
2259;1330;2638674.2018176704,1253315.594493865,2641133.8115089736,1254763.7046706835
2375;1424;2595728.957542849,1223849.7355441563,2603614.6619796846,1228577.8379096529
2236;1122;2640853.7442738265,1245065.715351147,2640883.9514283855,1245080.8729662704
2294;1308;2611657.0298147146,1221291.4362386595,2615070.9591054665,1223238.0009781118
2558;1348;2597051.082342424,1226504.3243221631,2597276.043983647,1226622.873302761
1981;1344;2620954.633291673,1242049.8267337545,2622115.5742404517,1242837.4615823962
2481;1253;2630231.1288993037,1242413.1295436237,2631871.7004202544,1243241.680980847
2498;1135;2600590.2508888,1256865.810841088,2600723.8213618235,1256926.500387478
2422;1263;2598100.8808714077,1243857.6502333703,2606558.105280662,1248267.8378588404
2064;1225;2595374.0834342623,1217221.477080534,2640642.7161111664,1244088.7614939099
1982;1253;2603268.3366232975,1258206.4708559352,2603405.848856635,1258293.404674488
1922;1251;2626031.4500081893,1243384.1777466878,2630880.3293248257,1246540.2381135512
2328;1084;2591787.0461977175,1227978.5435538373,2618510.6445730007,1240422.0060275516
2295;1287;2632282.631844364,1241143.802571323,2635858.3401986156,1243149.0037268444
2359;1145;2618459.5447185934,1256125.2539746314,2620060.258786493,1256902.2008197964
2128;1280;2642993.1728064036,1246219.965564141,2643037.2070321655,1246246.4523164788
2449;1187;2595981.3610045207,1216829.726116652,2596189.777351285,1216930.7429413188
2314;1431;2610322.664354644,1250010.366202325,2614247.0183608476,1252437.2247083224
2495;1333;2601393.13175608,1221421.2582455282,2602806.013105459,1222176.1162971207
2391;1130;2610422.318135226,1250863.7604206288,2611373.294431473,1251313.1971478388
2056;1398;2613385.7036443395,1237966.9402918357,2616841.4993124395,1240316.7468793865
2321;1426;2633777.3892666674,1241685.8304097739,2633945.067348191,1241788.8502047986
1942;1147;2629037.128158947,1235156.0394968607,2629344.479469693,1235337.5698539282
2343;1250;2598138.8460471183,1210126.8439215329,2609597.064511898,1216239.8499313383
2332;1340;2605198.6931129773,1234610.0466891725,2605572.385318411,1234824.775486463
2171;1290;2614632.772446772,1252656.6044319442,2614767.5416750005,1252736.683798326
2010;1391;2597204.6890779897,1253891.3842058615,2597555.2371826204,1254133.9774464294
2409;1413;2611093.259616824,1253666.9554579812,2613873.9733531494,1255297.9843120403
1938;1095;2593246.581132774,1243636.5825696804,2604511.6878359444,1250001.5422394287
2318;1294;2633316.997188655,1241410.460424229,2649904.2014840073,1250670.0990602025
1922;1110;2607357.9987210026,1234353.3208260222,2622677.5507670855,1243200.7208110124
2401;1224;2625647.0757977106,1242998.0298096966,2627623.607164805,1244005.6409689318
2439;1170;2626535.706769708,1234064.1354351966,2628739.5672272895,1235121.3378687226
2235;1293;2618736.7610133975,1254460.5168034462,2621027.763438295,1255785.9155217428
2137;1431;2611286.215689927,1229578.7293133067,2611513.1112011005,1229730.6654277144
2104;1339;2600519.8858443056,1219987.3207282121,2600580.1568847704,1220025.677630865
2415;1348;2590592.5068567763,1234463.0973410083,2638774.0292260568,1261356.9657276708
2456;1224;2634929.638539251,1245322.0503394164,2635969.561351884,1245840.3180603704
2071;1225;2592833.5729903,1233394.8295703111,2598334.284885696,1236648.5099526676
2509;1219;2641938.3692563185,1248475.4898589004,2642112.281737892,1248559.9854009643
2559;1094;2599546.3291347898,1213030.5305573656,2639615.809393589,1230160.663970076
2139;1259;2610463.3475053743,1234959.2337542947,2648883.7362723514,1257573.197970108
2417;1086;2615991.8439224884,1222037.5532381549,2618560.7004715577,1223191.785018167
2074;1302;2606743.6546770493,1249794.3052634562,2619252.8990083346,1257647.263855227
2404;1168;2640773.9712470025,1253313.7411057185,2641127.8528331537,1253485.6769179585
2248;1293;2633061.8870433923,1241589.766953501,2633221.8006470017,1241681.745729954
2528;1108;2612893.3468464636,1229824.9384745269,2619675.3346560667,1232797.4236379133
2528;1189;2633032.2278007264,1235001.4254590098,2648288.2929805038,1242176.8453556693
2216;1351;2626043.6429263507,1240825.2360929355,2639544.513579083,1249056.1369286042
2381;1121;2624290.093906894,1241106.6350780902,2624338.783261576,1241129.5585415927
2518;1166;2607079.304959084,1226769.8424302232,2635028.5387384547,1239712.1802327437
2167;1308;2608259.141311769,1238346.2896427508,2608432.378346426,1238450.8554209378
2539;1286;2637936.8570822747,1246037.826813401,2638040.835911977,1246090.4919473107
2107;1299;2597706.107156116,1225975.818293551,2627347.8692762074,1244250.4499945468
2030;1155;2590726.201370849,1218802.603648785,2612942.973623549,1231443.1809649765
2390;1399;2642378.2384212106,1247355.5197224559,2643062.239126425,1247755.9033988554
2266;1429;2615729.251224681,1251776.5832200726,2616149.396983005,1252041.5383342141
2499;1256;2610754.649434666,1210776.601456601,2649437.220074958,1230218.501706384
2037;1213;2623948.724713054,1242954.3957955888,2634352.9496805468,1249149.940658411
2215;1226;2607481.5925452467,1239701.9230604025,2611982.538004075,1242193.1912917902
2168;1335;2635088.9739105226,1247629.5501997923,2635225.4238895383,1247713.5726730325
2453;1417;2604693.7917421204,1259699.7888719393,2605569.5544397733,1260205.681959006
2449;1213;2594751.939082879,1251520.0543340058,2610774.3165155337,1259456.005263287
2193;1105;2600123.730293773,1225864.8843661905,2636329.2083700495,1244107.9547147015
2507;1187;2612643.1365571804,1239125.3398041672,2613041.2469004765,1239313.8348091503
2053;1124;2615507.910654261,1246283.1408506422,2625710.826466062,1251869.150286816
2024;1086;2605477.9910443914,1222420.812342468,2606374.236201961,1222901.7027778046
2276;1229;2619034.3764450187,1256420.0501597943,2623619.9923800565,1258896.202173925
1942;1295;2601521.20915892,1220885.2134499291,2603707.1594863045,1222342.8888742144
2086;1287;2607103.781004968,1259873.3476955062,2607135.0647337288,1259892.648826338
2127;1425;2621941.1460959706,1238240.35395354,2622032.1796354614,1238301.342573086
2065;1427;2606264.865342752,1246869.9074382475,2606516.307297592,1247043.664178953
2506;1261;2595549.848479706,1216049.3120105893,2596495.065566793,1216524.9380069247
2225;1301;2603351.5842644665,1260168.6929346293,2615428.250054704,1267230.1501000666
2148;1270;2629183.7034635246,1240357.641174133,2635127.032173751,1243871.6204394898
2496;1307;2606483.139323711,1228842.6126421434,2627817.04877454,1240013.8544899933
2393;1186;2609098.7436467335,1240375.5939189133,2609429.6701587,1240539.6051362942
2385;1177;2618312.1910356567,1255576.4787939375,2619708.8506121305,1256265.731758931
2281;1137;2611985.675230344,1222848.5857830993,2629528.713199891,1231593.1864719968
2299;1326;2606233.9343685303,1243489.6568811843,2611075.706819906,1246282.258129781
2222;1370;2619939.799603153,1238082.1837274139,2619969.8631603997,1238100.7197640599
2244;1420;2607973.5485029784,1237246.2064216062,2608393.5086498163,1237511.9566036519
1971;1241;2629103.1077455264,1236158.287526523,2647570.929660188,1247786.1753987174
2021;1088;2591877.173588598,1220001.2557344972,2638617.376222306,1245163.720091486
2036;1373;2639491.2416237765,1244616.9277504547,2641391.3942509037,1245898.317513247
2282;1274;2609966.594014239,1229976.7655929942,2610006.0324196,1229998.7833530423
2057;1350;2620931.2219857173,1239376.066617108,2635823.024542029,1249149.4907546975
2290;1143;2641085.7812977205,1253820.072362112,2648696.5313691567,1257618.8004545362
2309;1087;2594230.1662894576,1251681.635174506,2625089.778790479,1266209.3089677545
2053;1383;2607190.946695193,1225442.8414071272,2614921.9900134536,1230650.8457467053
2146;1147;2600510.253018645,1214416.5313088319,2602136.490234749,1215285.7270622666
2282;1193;2617537.7642411236,1255539.9565322828,2642107.86904608,1268384.8886235682
2537;1241;2625614.998140947,1237606.1265658222,2626927.9319925783,1238248.3618476016
2236;1259;2607537.831971363,1224737.0755491192,2610078.0702151135,1226167.3796407478
2523;1246;2609249.625350186,1224674.5653558064,2624514.2850181353,1232213.1170586462
2155;1432;2639268.422817069,1255386.2462898148,2639508.20647888,1255545.5828112592
2461;1377;2609648.1865715017,1251440.9639601891,2611947.324408164,1252727.3974429534
1933;1131;2639318.573951715,1252108.0132924009,2639345.1860356773,1252123.5840461312
1987;1386;2604643.062737592,1233203.2121057867,2605398.9969186853,1233730.5018767954
2024;1387;2596022.541508803,1229267.423559791,2596834.8245030427,1229824.062153175
2001;1430;2607584.716927247,1223664.6187842076,2608324.1123876236,1224193.0223366006
2004;1298;2635783.3144712853,1245046.4121329424,2637364.6528363773,1246070.6522516499
2545;1099;2608045.4070767295,1256362.2712827774,2635272.8114292696,1268119.802671163
2267;1206;2605155.5674897945,1246815.526426812,2607327.090481988,1247970.7345117636
2427;1256;2638962.7706440496,1242368.9583369112,2639824.380146665,1242814.8510172926
1969;1227;2609003.6556548616,1224611.563619293,2613816.380456535,1227610.6562204373
2236;1113;2600718.8163267253,1229007.3171293926,2607153.21353928,1232210.1275487011
